Name,Description,Primary Industry,Size,Type,Country,Domain,LinkedIn URL,Target Status,Company Target Reasoning,Company Target,Remote Office Status,Company Address,Remote HQ?,Location Target Reasoning,Location Target
Securimax Inc.,"Securimax is a locally owned, Hutto, Texas smart home security company with extensive experience in home automation, security cameras, and alarms. We also offer security systems and automation to commercial clients as well. 

SecuriMax is owned and operated by Jack Grimm who has been involved in the security alarm business for over 25 years. Jack founded the company in 2010 following a successful career with one of the premier security companies in the United States.

Jack has received numerous awards for service excellence. Customer satisfaction has always been his top priority and will continue to be his focus at SecuriMax. Jack Grimm has helped protect nearly a quarter million homes and businesses in his career. As the president of SecuriMax, these decades of service provide him with the knowledge and insight to design and deliver the highest standard in home and business protection. SecuriMax is ready, willing, and able to protect your interests.

Our home security company offers systems and set-ups to clients throughout Central Texas, including Austin, Hutto, Round Rock, Cedar Park, Pflugerville, Georgetown, Leander, Liberty Hill, Lago Vista, Lakeway, Kyle, Buda, San Marcos, and more.",Security and Investigations,2-10 employees,Privately Held,United States,securimaxinc.com,https://www.linkedin.com/company/securimax-inc.,YES,"Securimax Inc. clearly states that they offer home automation and security systems, including audio-video installations, CCTV, and structured wiring services. They have evidence of field work through service mentions and installation services. Reviews corroborate their installations in a commercial setting. Therefore, they fulfill the criteria as a TARGET company.",YES,"310 Farley St, Hutto, TX 78634, USA","310 Farley St, Hutto, TX 78634, USA",NO,"The population of Hutto, TX is approximately 32,188 as per [Texas Demographics](https://www.texas-demographics.com/hutto-demographics), which is less than 100,000. The nearest major city to Hutto is Austin, TX, which is 22 miles away, as stated in [Travelmath](https://www.travelmath.com/cities-near/Hutto,+TX). The road distance from Hutto, TX to Austin, TX is 28 miles according to [Travelmath](https://www.travelmath.com/distance/from/Hutto,+TX/to/Austin,+TX). Since the distance is less than 50 miles, the response is NO.",NO
Alarm Center Security Systems,"Alarm Center Security is a locally owned and operated business, established in 1978, that professionally installs and monitors security systems for homes and businesses in the state of Louisiana. Along with our selection of top-rated security products, we also provide expert advice from our team of competent, highly-trained, and friendly experts.

Alarm Center is locally owned by Brian Watson, a Veteran of the US Navy Nuclear Submarine Service with a Top Secret security clearance. Mr. Watson earned the rank of Eagle Scout in the Boy Scouts of America and is a member of the National Eagle Scout Association (NESA).",Security and Investigations,2-10 employees,Public Company,United States,alarm.net,https://www.linkedin.com/company/alarm-center-security-systems,YES,"Alarm Center Security Systems specializes in the installation of security systems, which includes the installation of surveillance and camera systems, providing clear evidence of their capability in onsite installations. Their website and LinkedIn indicate they employ technicians for these installations. Additionally, they focus on tailored solutions for clients, showcasing their practical installation experience. The relevant links include their main site, alarm.net, along with their LinkedIn presence that confirms their installation services: [Alarm Center Security on LinkedIn](https://www.linkedin.com/company/alarm-center-security-systems) and mentions of A/V and security system installations found via Google.",YES,"11410 Airline Highway, Baton Rouge, LA 70816, USA","11410 Airline Highway, Baton Rouge, LA 70816, USA",NO,"Baton Rouge, LA has a population of over 100,000 people. According to the U.S. Census Bureau and other sources, the population is estimated to be over 219,573 people as of 2023. Since Baton Rouge meets the requirement of having a population of 100,000 or more, the answer is NO immediately. No need to check further distances or other criteria.
- [Baton Rouge U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/batonrougecitylouisiana/PST045223)
- [Data USA](https://datausa.io/profile/geo/baton-rouge-la/)",NO
Foss Security,"At FOSS, we believe that security is not just about technology—it's about creating a circle of trust that binds communities together. As a Sioux Falls native company, we've dedicated over two decades to protecting and serving our neighbors, not just as customers, but as an extended family. Our mission is to build trust and exceed expectations within our local community, ensuring that every household and business feels safe, respected, and valued.

What sets FOSS apart is not just our experience, but our commitment to understanding and fulfilling the unique needs of each client. We don't believe in one-size-fits-all solutions. Instead, we engage with each customer, understanding their concerns and aspirations, and then tailor our services to fit those specific needs. Our team of seasoned professionals brings a blend of rich experience and innovative spirit to each project, ensuring that every solution is not just effective but also forward-thinking.

Our service portfolio includes:
Residential Security: Ensuring the safety of your home and loved ones with state-of-the-art security systems, cameras, and home management solutions.
Commercial Security: Protecting your business with robust security measures, including advanced camera systems, access control, and fire alarms.
Custom Solutions: Understanding that each client is unique, we offer custom solutions designed to meet the specific demands of your home or business.
At FOSS, we believe that every interaction is personal, every project is pivotal, and every customer is a relationship worth nurturing. Our approach goes beyond meeting sales targets; it's about building lasting relationships based on trust, reliability, and unparalleled service.

For inquiries, collaborations, or to learn more about how we can tailor our solutions to your needs, feel free to reach out. Let's make Sioux Falls not just a place to live, but a secure, thriving community for all.

#FOSSSecurity #CommunityFirst #InnovativeSolutions",Security Systems Services,2-10 employees,Privately Held,United States,fosssecurity.com,https://www.linkedin.com/company/fosssecurity,YES,"Foss Security provides installation services for surveillance and structured cabling systems, as evidenced by their mentions of commercial services and professional installations by trained technicians on their website. They specifically include structured cabling for data, voice, security, TV, and audio/video networks. The information and links to their services confirm their role as a low-voltage contractor.",YES,"27055 Sunset Blvd Ste 5, Sioux Falls, South Dakota, 57106, United States","27055 Sunset Blvd Ste 5, Sioux Falls, South Dakota, 57106, United States",NO,"Sioux Falls, South Dakota, has a population of 206,410 as of 2023, according to multiple sources including [World Population Review](https://worldpopulationreview.com/us-cities/south-dakota/sioux-falls), [Wikipedia](https://en.wikipedia.org/wiki/Sioux_Falls,_South_Dakota), and the [U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/siouxfallscitysouthdakota/PST045224). Since Sioux Falls has a population over 100,000, the immediate decision is NO according to the task rules.",NO
InScope Communications,"Welcome to InScope, your trusted source for high-quality network cabling, fiber optic installation, and much more. Our team is dedicated to providing you with the best solutions for your networking needs, utilizing the latest technologies to provide optimal performance.

InScope's national network of technicians are on call and ready to assist.
Call (888) 944-5219 or email your request to service@inscopecom.com.

Structured Cabling:
By providing a reliable and scalable framework, structured cabling ensures peak performance, minimizes downtime, and enables efficient management of telecommunications services, making it an indispensable foundation for any modern business.
Ethernet (Cat5e, Cat6)
Fiber Optics
Network Cabling
Demarc Extensions
Network Maintenance

Enterprise Wi-Fi:
Wi-Fi serves as the lifeline for modern business operations, enabling seamless connectivity and mobility throughout your facility. A robust Wi-Fi network for your employees increases productivity by accessing critical information and resources from anywhere on your premises.
Office and Warehouse
Access Point Installation
Troubleshooting
Site Survey/Estimate

MDF/IDF (Data Closet):
These centralized distribution points efficiently manage and interconnect various network devices, such as switches, routers, and servers, ensuring a streamlined and accessible network architecture.
Rack Mounting
Patch Panel Installation
PoE Switch Installation
Data Closet Cleanup",Telecommunications,2-10 employees,Self Owned,United States,inscopecom.com,https://www.linkedin.com/company/inscope-communications-llc,YES,"InScope Communications offers services related to network cabling, structured cabling, and telecommunications, which includes security and surveillance services (source: [EZlocal](https://ezlocal.com/tn/collierville/telecommunications-equipment-supplier/094631584)). They fit the profile of field installation, integrating into physical and low-voltage systems.",YES,"356 New Byhalia Rd Ste 2, Collierville, Tennessee, 38017, United States","356 New Byhalia Rd Ste 2, Collierville, Tennessee, 38017, United States",NO,"The population of Collierville, Tennessee is approximately 51,306 according to [World Population Review](https://worldpopulationreview.com/us-cities/tennessee/collierville) and [U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/colliervilletowntennessee/PST045224). Therefore, it has a population under 100,000.

The nearest major city to Collierville with a population over 100,000 is Memphis, Tennessee, with an estimated population of 618,639, as indicated by [Wikipedia](https://en.wikipedia.org/wiki/Memphis_metropolitan_area).

The driving distance from Collierville to Memphis is approximately 30 miles, which is less than the required 50 miles (80 km). Sources include [Travelmath](https://www.travelmath.com/distance/from/Collierville,+TN/to/Memphis,+TN) and [Trippy](https://www.trippy.com/distance/Collierville-to-Memphis).

The rules state to respond NO if any condition is not met, and because the driving distance is less than 50 miles, the answer is NO.",NO
PacificIP Digital and VoIP Phone Systems,"• SAVE MONEY AND INCREASE EMPLOYEE PRODUCTIVITY •      

In the market for a new Digital Phone System? Moving your office, building out a new space, or looking to save money? Consider the value of partnering with PacificIP. 

With combined experience of over 60 years in the industry, PacificIP is Southern California's leading source for digital phone systems. We recognize that voice, video, and data applications play a critical role in your business; that's why selecting the best company to support those applications is such an important decision.

•	VoIP Phone Systems
•	Digital Phone Systems
•	Hosted PBX Systems
•	Structured Cabling
•	Video Surveillance Systems
•	Audio / Visual Installation
•	Telecom Expense Management
•	Telecom Analysis
•	Telecom System Optimization

Factors such as reliability, cost, and geographic availability have made the vendor selection process complex for a business to navigate. With expertise in nearly every network environment and strong relationships with over 20 carrier partners; PacificIP can support your company through this challenging process.

Non-profits, medical offices, and law firms are just a few of the type’s of clientele we work with. No job too big or too small. We offer a 5 year warranty on all work performed.

CONNECT WITH OUR REPRESENTATIVES TODAY FOR A FREE QUOTE!",Telecommunications,2-10 employees,Privately Held,United States,pacificip.net,https://www.linkedin.com/company/pacificip-digital-and-voip-phone-systems,YES,"PacificIP specializes in audio-visual installations, video surveillance, and structured cabling services. They design, implement, and maintain communication networks, indicating they perform onsite installations with a team of experts. Hence, they satisfy all criteria for being a TARGET.",YES,"6920 Miramar Rd, Ste 218, San Diego, CA 92121, USA","6920 Miramar Rd, Ste 218, San Diego, CA 92121, USA",NO,"The population of San Diego is well over 100,000, in fact, it is over 1.3 million according to multiple reliable sources such as the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/sandiegocitycalifornia/PST045223) and [Wikipedia](https://en.wikipedia.org/wiki/San_Diego). Consequently, the company headquarters located at ""6920 Miramar Rd, Ste 218, San Diego, CA 92121"" is within a city that exceeds the population threshold stated in the task, thus the output is NO.",NO
Sof-Tech Maintenance Company,"Sof-Tech Maintenance Company offers sales, service, and installation of telephone systems, data networks, structured cabling and video surveillance systems since 1993. Sof-Tech specializes in implementation, maintenance, and support for Siemens/Rolm and Avaya systems.

WHAT DO WE DO?
Sof-Tech Maintenance Company installs, services and supports Telecommunications and Data Networking systems in Northern Colorado and Wyoming. We provide Phone Systems, Data Networking Systems, Wireless Systems, Paging Systems, Video Surveillance Systems, Voice & Data Structured Cabling, and Fiber Optics. While we specialize in the Avaya and Cisco product lines we also install and support many other telecom products made by AVST, Trisys, Microcall, Xima Software.

We offer support in all areas of Telecommunication System Management from End-User Training to Call Center Management.

WHO ARE WE?
Founded in 1993, Sof-Tech Maintenance Company has a great deal of expertise in systems from Avaya, Cisco, and Siemens/ROLM, as well as many others. As technology advances, so do new products from world-class manufacturers.  As those products and services mature, our offerings expand to meet customer demands.  Our goal is to provide SUPERIOR Maintenance and Support at a competitive price.",Telecommunications,2-10 employees,Privately Held,United States,softechmc.com,https://www.linkedin.com/company/sof-tech-maintenance-company,YES,"Sof-Tech Maintenance Company provides installation and support for video surveillance systems and data networks, indicating they perform field installation work. They mention on-site services for wiring and have experience with telecommunications systems, suggesting active involvement in installations. Their website clearly states they offer services in audio-visual and video surveillance, fulfilling the core requirements. Additionally, having a comprehensive maintenance program reinforces their ability to work on-site with installed systems. Therefore, they satisfy the criteria for being a TARGET. The website was directly reviewed at softechmc.com.",YES,"6700 Avondale Road, Fort Collins, CO 80525, USA","6700 Avondale Road, Fort Collins, CO 80525, USA",NO,"The population of Fort Collins, CO in 2023 is 170,376 according to both the U.S. Census Bureau QuickFacts and Data USA. Since the population is greater than 100,000, the immediate output is NO, per the rule that if the population is over 100,000, output NO without further investigation. 

Sources:
- [Census QuickFacts](https://www.census.gov/quickfacts/fact/table/fortcollinscitycolorado/PST045224)
- [Data USA](https://datausa.io/profile/geo/fort-collins-co)",NO
RGB Innovations,"Essex-based Internet and CCTV provider of quality, cost effective internet and WIFI solutions including CCTV installations across Essex and the UK.

Our primary focus, when installing, servicing and maintain is to make our customers feel safe, secure and in control.

Whether you need a simple single camera solution or a complex IP CCTV installation we will provide a professional and reliable service.

We have designed specific solutions to meet the needs of a broad range of satisfied customers.

We have the experience to help you.

Please ring us now to see how our friendly professional service can help you.

Call 07525 442677 or email rbailey@rgbinnovations.co.uk",Telecommunications,2-10 employees,Privately Held,United States,rgbinnovations.co.uk,https://www.linkedin.com/company/rgb-innovations,YES,"RGB Innovations Ltd is involved in the installation of security systems such as CCTV, and they provide evidence of field work by mentioning professional installers and service vehicles for onsite installations. Their services also include support and maintenance, indicating active engagement in the installation process. Further info about their services can be found on their website [RGB Innovations](https://rgbinnovations.co.uk).",YES,"29B Nottingham Road, Hucknall, Nottinghamshire, NG15 7QN, England","29B Nottingham Road, Hucknall, Nottinghamshire, NG15 7QN, England",NO,"The population of Hucknall, Nottinghamshire, is 35,849 according to the 2021 census data from [City Population](https://www.citypopulation.de/en/uk/eastmidlands/nottinghamshire/E63001889__hucknall/), which is below 100,000. The nearest major city to Hucknall is Nottingham, which is approximately 9 km away according to [distance.to](https://www.distance.to/Hucknall). Since Nottingham is a major city and well within 50 miles of Hucknall, the answer is NO.",NO
Tony The Phone Guy,"Anthony's Communication Services, INC. DBA ""Tony The Phone Guy"" is a telecommunications company based out of La Mesa, California, United States. Specializing in business telephone systems and voice/data cabling.",Telecommunications,2-10 employees,Privately Held,United States,tonythephoneguy.com,https://www.linkedin.com/company/tony-the-phone-guy,YES,"Tony The Phone Guy performs field installation of network cabling and systems, indicating they handle infrastructure installation directly. They emphasize that they do not subcontract their work and have technicians for structured cabling needs. Their website explicitly states they provide and install services themselves, which aligns with the target criteria for installation work in low-voltage systems. The evidence collected supports the classification as a target.",YES,"9485 Grossmont Blvd, La Mesa, CA 91941, USA","9485 Grossmont Blvd, La Mesa, CA 91941, USA",NO,"1. The population of La Mesa, CA in 2023 is 60,537 according to sources like [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/lamesacitycalifornia/PST045223) which is below 100,000.

2. The nearest city with a population of more than 100,000 is San Diego, CA, which also is the immediate larger city nearby.

3. The road distance between La Mesa, CA and San Diego, CA is just 10 miles (16 km) as indicated by multiple sources like [Travelmath](https://www.travelmath.com/distance/from/San+Diego,+CA/to/La+Mesa,+CA).

Since the distance is less than 50 miles, the final answer is NO.",NO
BASS Audio Video,"BASS Audio Video is a dynamic and versatile company transforming homes and businesses across Northwest Arkansas and surrounding states. Partnered with BASS Security, a trusted leader with over 35 years of excellence, we bring an unrivaled reputation for quality and innovation to every project.

 Home Security:
As a premier provider of cutting-edge security solutions, we offer state-of-the-art alarm systems, surveillance cameras, and smart access controls, ensuring countless homeowners' safety and peace of mind.

 Home Automation:
We are at the forefront of home automation, seamlessly integrating smart devices into unified ecosystems that empower effortless control over lighting, climate, entertainment, and security.

 Commercial Projects:
Our expertise extends to businesses of all sizes, providing tailored audio/visual solutions, energy-efficient lighting, and advanced security systems to enhance productivity, efficiency, and safety.

 What Sets Us Apart:
We proudly partner with trusted brands like Samsung, SONOS, Lutron, and Alarm.com, ensuring that every solution meets the highest quality and performance standards.

With a customer-centric approach and a passion for innovation, BASS Audio Video is committed to redefining the way you live and work, delivering smarter, safer, and more connected spaces.",Security Systems Services,2-10 employees,Self Employed,United States,bassaudiovideo.net,https://www.linkedin.com/company/bassaudiovideo,YES,"BASS Audio Video specializes in field installation of audio-visual, security, and low-voltage solutions as per their website and has received positive reviews confirming their installation services. The company clearly states that they handle both design and implementation of these systems, satisfying all conditions for being a target firm.",YES,"4000 SW RichSmith Rd, Bentonville, AR 72713","4000 SW RichSmith Rd, Bentonville, AR 72713",NO,"The population of Bentonville, AR is 59,471 as of 2023, which is below 100,000. The nearest city with a population over 100,000 is Fayetteville, AR, with a population of 101,680. The road distance between Bentonville, AR, and Fayetteville, AR, is approximately 28 miles (45 kilometers) according to sources like Travelmath and Rome2Rio. Since this distance is less than the required 50 miles (80 km), the answer is NO. Relevant sources: 
- Bentonville, AR population: [census.gov](https://www.census.gov/quickfacts/fact/table/bentonvillecityarkansas/PST045224) 
- Fayetteville, AR population: [arkansas-demographics](https://www.arkansas-demographics.com/cities_by_population) 
- Road distance: [Travelmath](https://www.travelmath.com/drive-distance/from/Bentonville,+AR/to/Fayetteville,+AR)",NO
Control Point Technology,"Control Point is a Pennsylvania-based company with the vision to utilize the most current AV trends, technology and concepts to design totally functional audio visual and communication systems for businesses ranging from casinos and pari-mutuel venues to hotel and entertainment complexes.

Cognizant of the complexities of today’s modern business environment, Control Point specializes in the comprehensive approach of creating AV systems that enable their customers the security of dealing with just one company. The process begins with understanding the customer’s needs and desires, and then presenting system options that address the complete package of design, installation, support and effective service.

What makes Control Point unique in today’s business environment is their focus on creating AV systems that are as easy to operate as they are detailed and encompassing in what they can provide utilizing the latest technology. A combination of our automation control software incorporated with the latest technology enables business partners that may not have manpower resources the unique ability to operate and utilize systems built to their specifications.

In contrast to many other AV control systems, Control Point’s complete software solution features the convenience of unattended automation. Trained operators, even those without programming skills, are able to implement scheduling, create control buttons and pages to simultaneously control TCP, infra-red and serial control, and complete signal distribution to systems requiring hundreds of televisions. The flexibility of a Control Point-designed operational system enables total flexibility for dissemination of any kind of video and audio to all components of the system, a vital factor when integrating into the requirements and advanced technology of casino slot systems and pari-mutuel operations.",Telecommunications,2-10 employees,Privately Held,United States,control-point.com,https://www.linkedin.com/company/control-point-technology,YES,"Control Point Technology clearly engages in the installation of audio-visual systems and provides evidence of fieldwork through their gallery and case studies displaying various installations. They specialize in A/V systems, including multimedia installations in environments like casinos and hotels. Installation projects are mentioned explicitly, fulfilling the criteria outlined for being a target business. Additionally, the site confirms they perform on-site installations and support.",YES,"200 Ledgewood Pl Ste 300, Rockland, MA 02370, United States","200 Ledgewood Pl Ste 300, Rockland, MA 02370, United States",NO,"1. The population of Rockland, MA is approximately 17,548, which is well below 100,000 [World Population Review](https://worldpopulationreview.com/us-cities/massachusetts/rockland).
2. The nearest major city to Rockland, MA with a population of at least 100,000 is Boston, MA, which is approximately 17 miles away [Travelmath](https://www.travelmath.com/cities-near/Rockland,+MA).
3. The driving distance from Rockland, MA to Boston, MA is 22 miles [Rome2rio](https://www.rome2rio.com/s/Rockland-MA-USA/Boston).
Since the driving distance to the nearest major city is less than 50 miles, the answer is NO.",NO
IBS Electronics & Security,"IBS has built an excellent brand name with contractors, architects, engineers, facility managers and homeowners. Our satisfied customers range from large corporations to small businesses to your next door neighbor. We’ve built our name with a strong commitment to provide customers with the highest quality products and services.
Our products and services fall into 5 categories: Burglar Alarms, Fire Detection, Video Surveillance, Access Control and Audio/Video Communications. We also provide maintenance and testing of existing systems, central station monitoring, sound systems, home theater systems, intercoms, telephone systems, structured wiring and many other ancillary services.
We provide custom system solutions, within your budget and backed with proven reliability.",Security and Investigations,2-10 employees,Self Owned,United States,ibselectronics.net,https://www.linkedin.com/company/ibs-electronics-and-security,YES,"IBS Electronics & Security provides services in audio/video installation and also mentions structured wiring, video surveillance, and other low-voltage systems. They confirm performing work with terms like 'design and install customized solutions'. Their services cover security systems integration and installation, which meets the target criteria. Additional evidence includes the LinkedIn page detailing their service categories that include audio/video communications and structured wiring. Furthermore, the website specified they assist in installation and provide maintenance of various systems. This leads to a positive confirmation of their eligibility as a TARGET. Relevant sources include the official website [IBS Electronics & Security](https://ibselectronics.net) and their LinkedIn page [IBS Electronics & Security on LinkedIn](https://www.linkedin.com/company/ibs-electronics-and-security).",YES,"225 Armory St, Springfield, MA 01104, USA","225 Armory St, Springfield, MA 01104, USA",NO,"The population of Springfield, MA is reported to be 153,672 according to the [U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/springfieldcitymassachusetts/PST045224) as of July 1, 2023. Therefore, Springfield, MA itself has a population over 100,000, leading to an immediate decision of ""NO"" according to the rules provided. This is corroborated by multiple sources such as [Data USA](https://datausa.io/profile/geo/springfield-ma) and [Massachusetts Demographics](https://www.massachusetts-demographics.com/springfield-demographics).",NO
All Cable Consulting Inc.,"All Cable Consulting Inc., incorporated in October 2001, is meeting the needs of clients nationwide with prompt and quality service. Successful in over 22 years of operation, ACCI is offering the opportunity to meet with you and create a working partnership for all of your Telecommunications; Networking; Wireless; Structured Distribution; CCTV;  Cabling; Fiber needs.  

CUSTOMER SERVICE:
Customer Service is our number one priority. At ACCI we take pride in formulating the most reliable, cutting-edge systems for all of our clients, big and small. We will work with you to learn your needs and provide you with the products and services that are right for your application, whether it is a single or multi-location network or surveillance system for your business or warehouse. 

...AT FEES YOU CAN AFFORD
We can often save you more than the cost of our service alone. Our network of certified technicians will be happy to give you a Free On-Site Estimate on your installation.",Telecommunications,2-10 employees,Privately Held,United States,allcable.net,https://www.linkedin.com/company/all-cable-consulting-inc,YES,"Additionally, they appear on HomeAdvisor as a business offering audio/visual installations, corroborating their active engagement in relevant installation services.",YES,"1409 NW 8th St, Dania, FL 33004-2327, United States","1409 NW 8th St, Dania, FL 33004-2327, United States",NO,"The population of Dania Beach, FL is approximately 31,915, which is below the 100,000 threshold for a city or town. The nearest major city with a population over 100,000 is Fort Lauderdale, FL, which has a population of about 184,255. The driving distance from Dania Beach to Fort Lauderdale is approximately 6 miles, which is significantly less than 50 miles. Therefore, based on the rule that the headquarters must be at least 50 miles from the nearest city with a population over 100,000, the answer is NO. [Census.gov](https://www.census.gov/quickfacts/fact/table/daniabeachcityflorida/PST045223), [Travelmath](https://www.travelmath.com/cities-near/Dania+Beach,+FL), [Wikipedia for Fort Lauderdale](https://en.wikipedia.org/wiki/Fort_Lauderdale,_Florida)",NO
Telecommunication Lines,"Telecommunication Lines 
provide Structured Cable Installation , IP Cameras and Fiber Terminations.

Structured cabling, cable repairs, Moves,Add and Changes.",Telecommunications,2-10 employees,Self Owned,United States,telecommunicationlines.com,https://www.linkedin.com/company/telecommunication-lines,YES,"Telecommunication Lines provides structured cable installation, IP camera installation, and fiber terminations which align with audio-visual systems and structured-cabling infrastructure. They have a clear focus on installation services, satisfying the target criteria for field installation and integration of low-voltage systems. Their website indicates that they perform these installations as part of their services.",YES,"1963 Benedict Ave, Bronx, NY 10462-4401, USA","1963 Benedict Ave, Bronx, NY 10462-4401, USA",NO,"The population of the Bronx, New York, as of 2023 is 1,356,476 according to multiple sources including [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/bronxcountynewyork/PST045224). Therefore, according to the rule, since the population is greater than 100,000, we immediately return NO.",NO
SMS Building Systems,"Since 2006 SMS Building Systems has been providing state of the art solutions for video surveillance, asset protection and security, access control, lighting management and structured cabling. We offer a range of services from design and installation to central station monitoring as well as hosted and managed services for access control. RCDD's are on staff to assist in cable infrastructure design to provide a complete 21st century solution.

• Video Surveillance 
• Access Control 
• Video Monitoring 
• Hosted & Managed Access Control 
• Structured Cable 
• Lighting/Energy Management for buildings and offices

For companies, the lighting energy savings solution from SMS can help manage and control energy usage to lower operating costs, and meet marketplace demands for environmentally friendly policies. With SMS Building Systems’ you can realize significant, permanent energy cost savings, minimize your impact on the environment and connect and control all energy consumption through the use of LEDs and reflectors for fluorescent lamps and fluorescent luminaries.

“SMS was chosen as our security provider because they provided a secure system from design,installation and service. They stand behind their products and respond when we need them. They gave us the comfort we need 24/7/365.”
—Ed & Joe Silipena
American Iron & Metal, a leading industrial scrap metal recycler in New Jersey.",Telecommunications,2-10 employees,Privately Held,United States,smsbuildingsystems.com,https://www.linkedin.com/company/sms-building-systems,YES,"The company clearly states that they provide installation services for Access Control, Video Surveillance, and Structured Cabling. They emphasize their role in the installation and service process. Furthermore, their services align with the requirements for field installation/integration of low-voltage systems. Therefore, they fulfill the criteria for being a TARGET. Website evidence: [smsbuildingsystems.com](https://smsbuildingsystems.com)",YES,"2020 Fairfax Ave Suite 102, Cherry Hill, NJ 08003 US","2020 Fairfax Ave Suite 102, Cherry Hill, NJ 08003 US",NO,"The current population of Cherry Hill, NJ is approximately 74,553 according to the [2020 United States census](https://en.wikipedia.org/wiki/Cherry_Hill,_New_Jersey). The nearest major city with a population over 100,000 is Philadelphia, PA, which is only 8 miles away from Cherry Hill, NJ according to [Travelmath](https://www.travelmath.com/cities-near/Cherry+Hill,+NJ). This distance is less than 50 miles, thus the condition for a YES result is not met.",NO
"H2 Technologies, LLC","H2 Technologies, LLC was established early in 2006.  We provide prompt, courteous service and expertise in low voltage work including audio/video, IP camera systems, business phone systems, and networking.  Our business is located in Southwest Florida but we service clients nationwide.

Telecommunication Services offered:
•Small & Large business phone system installation and programming 
•Multiple companies on same system programming 
•IP Phone Systems 
•Foot traffic cameras
•Audio & Video Consultation and Installation
•IP Security Camera Consultation and Installation
•Phone & Computer extension moves & new location installations 
•T1/DSL/Cable connection installation 
•User Training",Telecommunications,2-10 employees,Privately Held,United States,h2tech.biz,https://www.linkedin.com/company/h2-technologies-llc,YES,"H2 Technologies, LLC offers services in audio and video installation, IP camera systems, and structured cabling, meeting the core business criteria. They perform installation work and provide related support, which is backed by their service offerings on their website and the information gathered from CIENCE.",YES,"5935 Star Grass Ln, Naples, FL 34116, United States","5935 Star Grass Ln, Naples, FL 34116, United States",NO,"The population of Naples, FL is below 100,000, specifically 19,115 as noted in [Wikipedia](https://en.wikipedia.org/wiki/Naples,_Florida). The population of Naples doesn't meet the criterion to immediately return NO based on its own population. Therefore, Naples itself doesn't disqualify the address under the city's own population condition. However, I must verify the road distance to the nearest city with a population of 100,000 or more. Since we can't verify the nearest major city and accurately measure the road distance from the headquarters to a city with a population of 100,000 or more directly, I assume the conclusion in absence of full data from search queries, mapping tools or resources is NO due to the default ambiguity clause.",NO
Active Security Systems,"Active Security Systems is dedicated to take advantage of technology and translate it to real life experience of convenience and security. We believe in simplicity and the ease of use of what we sell, The key for usability is simplicity. We strive to make the best out of the latest tech to our customers advantage.",Security Systems Services,2-10 employees,Partnership,United States,active-security.net,https://www.linkedin.com/company/asintegrations,YES,"Active Security Systems provides services in audio-visual and electronic security systems, including A/V and automation services, cameras, door access control systems, and networking. They are classified as a security systems installer and have a range of services that demonstrate they perform field installations. This aligns with the requirements for IC Intracom's target criteria. Based on the evidence found on their website, I confidently conclude YES. Their website is [active-security.net](http://active-security.net).",YES,"649 2nd Avenue, Suite 1A, New York, NY 10016, USA","649 2nd Avenue, Suite 1A, New York, NY 10016, USA",NO,"New York City has a current population well over 100,000, as confirmed by multiple sources, including the U.S. Census Bureau which estimates the population to be over 8 million ([Census Bureau](https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045224), [Wikipedia](https://en.wikipedia.org/wiki/New_York_City), [World Population Review](https://worldpopulationreview.com/us-cities/new-york)). Given these facts, the rules specify that if the population of the city's headquarters is 100,000 or more, the output should be NO immediately.",NO
"S.O.S Security, LLC","Security, Surveillance, Access Control, Home Automation, Home Theater, Audio Systems and more.",Security Systems Services,2-10 employees,Privately Held,United States,sos-security.com,https://www.linkedin.com/company/s-o-s-security-llc,YES,"S.O.S Security, LLC provides installation services for surveillance systems, including CCTV and video surveillance, with products requiring installation by technically trained professionals. They also specialize in low voltage wiring services, ensuring installation of systems related to audio-visual, security, and other low-voltage systems. The presence of NICET-trained technicians supports that they perform onsite installation work. Services detailed on their website confirm alignment with the criteria set for targeting their business type.",YES,"1915 US-46, Parsippany, NJ 07054, USA","1915 US-46, Parsippany, NJ 07054, USA",NO,"The population of Parsippany, NJ is approximately 56,162 based on recent data from the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/parsippanytroyhillstownshipmorriscountynewjersey/INC110223) and [Wikipedia](https://en.wikipedia.org/wiki/Parsippany%E2%80%93Troy_Hills,_New_Jersey). 

The nearest major city with a population over 100,000 is Newark, NJ, which is only 16 to 20 miles away based on driving distance data from [Travelmath](https://www.travelmath.com/drive-distance/from/Parsippany,+NJ/to/Newark,+NJ). Therefore, the road distance does not meet the required 50 miles, and the nearest significant city is too close for a ""YES"" answer.",NO
